,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,price_increase
36752,0.8896950000000001,1,0.361702,0.038429000000000005,0.6798569999999999,0.002659,0.63102,0.304386,0
31996,0.45228100000000004,2,0.87234,0.035097,0.713478,0.0023539999999999998,0.5419470000000001,0.6802630000000001,1
6388,0.8804040000000001,0,0.574468,0.035427,0.34721799999999997,0.0021809999999999998,0.23899499999999999,0.756579,1
13915,0.8713770000000001,0,0.31914899999999996,0.027981,0.284885,0.0016530000000000002,0.18021800000000002,0.75307,0
35293,0.461042,6,0.0,0.033025,0.45537,0.002258,0.370016,0.422807,1
7597,0.429317,0,0.021277,0.056593,0.23609000000000002,0.003467,0.422915,0.414912,0
13463,0.8945620000000001,6,0.765957,0.096493,0.718982,0.006248,0.607457,0.646491,1
20859,0.9025709999999999,0,1.0,0.070103,0.355698,0.004786,0.386069,0.41886,1
11020,0.026945999999999998,5,0.9361700000000001,0.075718,0.324457,0.003467,0.422915,0.414912,1
23245,0.9069510000000001,1,0.361702,0.042452,0.278935,0.002979,0.515018,0.22061399999999998,1
31627,0.424716,0,0.659574,0.133812,0.566944,0.003467,0.422915,0.414912,1
24675,0.8761120000000001,0,0.553191,0.023958,0.274621,0.0008210000000000001,0.200932,0.8565790000000001,0
30550,0.46099700000000005,5,0.9148940000000001,0.029242,0.36432600000000004,0.002013,0.312273,0.381579,0
19776,0.906907,0,0.9148940000000001,0.030532999999999998,0.246653,0.0020629999999999997,0.298032,0.45087700000000003,0
14848,0.44241400000000003,2,0.8510639999999999,0.08196200000000001,0.43975,0.005588,0.47825,0.500526,1
7832,0.9157120000000001,4,0.723404,0.095833,0.559357,0.0062770000000000005,0.5409109999999999,0.399561,1
6843,0.42971499999999996,2,0.617021,0.085775,0.631062,0.003467,0.422915,0.414912,1
26724,0.009646,3,0.808511,0.08364400000000001,0.704255,0.003467,0.422915,0.414912,1
33130,0.8855799999999999,5,0.595745,0.034376,0.482892,0.002472,0.63102,0.100877,0
25153,0.898058,2,0.6382979999999999,0.072775,0.561738,0.004726,0.579751,0.5741229999999999,0
33639,0.44754700000000003,0,0.12766,0.010208,0.194882,0.000665,0.22656700000000002,0.48771899999999996,0
3931,0.908101,6,0.765957,0.073076,0.39958299999999997,0.004763,0.327033,0.7078949999999999,1
31547,0.438565,5,0.48936199999999996,0.05305,0.396013,0.003467,0.422915,0.414912,0
23582,0.906863,6,0.87234,0.042392,0.34721799999999997,0.002829,0.313827,0.527632,0
16801,0.464404,5,0.31914899999999996,0.037769,0.396906,0.002607,0.43190100000000003,0.248246,1
5330,0.026724,0,0.23404299999999997,0.074517,0.36983,0.003467,0.422915,0.414912,1
37727,0.45551099999999994,6,0.978723,0.051009,0.508628,0.0034170000000000003,0.44018599999999997,0.606579,1
19899,0.876554,3,0.21276599999999998,0.030773000000000002,0.330259,0.001766,0.34671199999999996,0.7438600000000001,1
5892,0.027388,1,0.87234,0.05121900000000001,0.364921,0.003467,0.422915,0.414912,0
8624,0.434317,6,0.659574,0.056023,0.293811,0.003467,0.422915,0.414912,1
36062,0.912438,0,0.361702,0.049928,0.375781,0.002919,0.24287899999999998,0.69386,1
33747,0.004823,6,0.19148900000000002,0.060886,0.113508,0.003467,0.422915,0.414912,0
29780,0.871599,5,0.9574469999999999,0.028281,0.477685,0.0016719999999999999,0.31538099999999997,0.896491,0
29337,0.867705,0,0.042553,0.029752999999999998,0.16825299999999999,0.0018280000000000002,0.325997,0.792982,0
21649,0.43445,2,0.14893599999999999,0.05209,0.15382300000000002,0.003467,0.422915,0.414912,1
7545,0.433432,0,0.19148900000000002,0.043052999999999994,0.181047,0.003467,0.422915,0.414912,0
1932,0.9910180000000001,5,0.765957,0.030773000000000002,0.663195,0.002009,0.618591,0.44035100000000005,0
27247,0.452192,0,0.744681,0.035937000000000004,0.5824159999999999,0.002378,0.39487300000000003,0.483333,1
8221,0.9112870000000001,2,0.170213,0.035697,0.20038699999999998,0.002287,0.19756600000000002,0.793421,0
11746,0.456042,4,0.340426,0.068992,0.67465,0.0047740000000000005,0.625065,0.34122800000000003,1
24391,0.8895620000000001,5,1.0,0.047106,0.544778,0.003193,0.46141899999999997,0.554825,1
20156,0.018052000000000002,6,0.06383,0.056263,0.22582600000000003,0.003467,0.422915,0.414912,0
31405,0.469846,3,0.893617,0.13195,0.529158,0.008971999999999999,0.414293,0.585965,0
11772,0.876908,4,0.42553199999999997,0.032335,0.545373,0.002219,0.528742,0.397807,1
15270,0.031149,2,0.9574469999999999,0.060226,0.421303,0.003467,0.422915,0.414912,0
17033,0.022964,5,0.382979,0.08673600000000001,0.405683,0.003467,0.422915,0.414912,1
33688,0.9078360000000001,0,0.553191,0.042993,0.30958,0.002856,0.25893299999999997,0.5697369999999999,1
5127,0.460157,0,0.42553199999999997,0.027531,0.471437,0.001795,0.24754,0.691228,1
31172,0.903013,3,0.9361700000000001,0.076258,0.521125,0.005118,0.464008,0.565789,0
36492,0.8723069999999999,0,0.9361700000000001,0.033926,0.346921,0.002048,0.209477,0.9390350000000001,1
27723,0.44741400000000003,4,0.9574469999999999,0.042512,0.629128,0.0028399999999999996,0.45624,0.5771930000000001,0
36316,0.44679399999999997,4,0.893617,0.043953,0.552217,0.002977,0.42568599999999995,0.621491,0
8589,0.903323,3,0.574468,0.071154,0.49940500000000004,0.004778,0.5691350000000001,0.44166700000000003,1
34687,0.8852709999999999,5,0.574468,0.039810000000000005,0.51681,0.002798,0.547385,0.275439,1
35834,0.447812,6,0.893617,0.03912,0.533918,0.002611,0.351113,0.652632,1
20795,0.876775,1,0.808511,0.035067,0.652782,0.002364,0.43423100000000003,0.475,0
14211,0.438609,6,0.617021,0.050198,0.263017,0.003467,0.422915,0.414912,0
2618,0.009601,2,0.659574,0.046385,0.48720600000000003,0.003467,0.422915,0.414912,1
17808,0.42936199999999997,1,0.9574469999999999,0.070043,0.434543,0.003467,0.422915,0.414912,0
15746,0.8804040000000001,0,0.702128,0.035427,0.346921,0.0021809999999999998,0.246763,0.756579,1
8379,0.44321000000000005,6,0.21276599999999998,0.031974,0.144749,0.0021079999999999996,0.16338699999999998,0.6728069999999999,0
8854,0.43405200000000005,0,0.170213,0.044134,0.148616,0.003467,0.422915,0.414912,0
35755,0.009336,3,0.42553199999999997,0.11438699999999999,0.6963699999999999,0.003467,0.422915,0.414912,1
7235,0.022964,5,0.29787199999999997,0.073526,0.222404,0.003467,0.422915,0.414912,1
1992,0.42945,3,0.46808500000000003,0.088237,0.591788,0.003467,0.422915,0.414912,1
36047,0.9031899999999999,0,0.87234,0.0783,0.397054,0.005125,0.366649,0.674561,1
5299,0.908057,5,0.042553,0.067251,0.315977,0.004514,0.422838,0.44122799999999995,1
6675,0.43391899999999994,4,0.06383,0.043532999999999995,0.193544,0.003467,0.422915,0.414912,0
21182,0.438874,5,0.808511,0.051759000000000006,0.381285,0.003467,0.422915,0.414912,1
21018,0.42953900000000006,5,0.87234,0.073226,0.342904,0.003467,0.422915,0.414912,1
23687,0.446883,6,0.40425500000000003,0.043653,0.528712,0.002977,0.389953,0.6,1
1926,0.456794,0,0.170213,0.021166,0.103689,0.001049,0.172708,0.8043859999999999,0
34062,0.45175,4,0.893617,0.033956,0.725528,0.002306,0.5170899999999999,0.603509,0
28635,0.468829,1,0.085106,0.02678,0.123326,0.001778,0.221388,0.44166700000000003,0
13310,0.460422,6,0.340426,0.02603,0.430229,0.001743,0.305023,0.542982,0
7577,0.021856999999999998,1,0.787234,0.100366,0.565159,0.003467,0.422915,0.414912,1
6940,0.9158,6,0.0,0.071274,0.39155,0.0050409999999999995,0.387623,0.21535100000000001,0
17091,0.49568599999999996,5,0.340426,0.052629999999999996,0.44823,0.00365,0.49715200000000004,0.222807,1
22652,0.45170600000000005,3,0.510638,0.033625999999999996,0.609491,0.00225,0.671673,0.44693,0
31880,0.031016000000000002,6,0.510638,0.074817,0.258256,0.003467,0.422915,0.414912,1
33430,0.429317,0,0.680851,0.093671,0.61321,0.003467,0.422915,0.414912,1
26371,0.447812,6,0.446809,0.044104000000000004,0.597441,0.0030239999999999998,0.409632,0.512281,1
32847,0.9078799999999999,1,0.12766,0.032875,0.128831,0.0021850000000000003,0.208441,0.609211,0
31161,0.000575,0,0.46808500000000003,0.16209300000000001,0.524249,0.003467,0.422915,0.414912,1
33467,0.907393,4,0.6382979999999999,0.076228,0.46266,0.005204,0.519938,0.362719,1
17317,0.027565,5,0.446809,0.074817,0.375632,0.003467,0.422915,0.414912,1
37057,0.022211,2,0.340426,0.074427,0.42888999999999994,0.003467,0.422915,0.414912,1
14200,0.43365299999999996,5,0.893617,0.068092,0.322523,0.003467,0.422915,0.414912,1
24532,0.473563,3,0.021277,0.02648,0.300506,0.0017929999999999999,0.313309,0.601754,0
32015,1.0,1,0.48936199999999996,0.075027,0.518001,0.005004,0.558001,0.482018,1
28887,0.995575,0,0.48936199999999996,0.077579,0.36432600000000004,0.003139,0.253237,0.765789,1
10973,0.004823,6,0.9148940000000001,0.062598,0.442725,0.003467,0.422915,0.414912,0
9889,0.000575,0,0.9361700000000001,0.134622,0.45879200000000003,0.003467,0.422915,0.414912,1
26970,0.018539,3,0.9574469999999999,0.054551,0.437072,0.003467,0.422915,0.414912,0
16708,0.01761,3,0.276596,0.084844,0.49866099999999997,0.003467,0.422915,0.414912,1
28501,0.44728100000000004,1,0.723404,0.087096,0.845879,0.0060609999999999995,0.6872090000000001,0.32763200000000003,1
21241,0.46936000000000005,6,0.595745,0.030083,0.335466,0.001994,0.23692399999999997,0.6442979999999999,0
19013,0.889518,4,0.340426,0.03954,0.645641,0.002773,0.663387,0.279386,0
19508,0.893677,0,0.255319,0.027801,0.21035399999999999,0.0014789999999999998,0.209218,0.816228,0
16933,0.43445,2,0.595745,0.064399,0.519637,0.003467,0.422915,0.414912,1
25237,0.903544,1,0.978723,0.08472400000000001,0.443172,0.005642,0.374417,0.492982,1
898,0.451617,1,0.765957,0.049628,0.8659629999999999,0.0033130000000000004,0.739513,0.47763199999999995,1
9014,0.9073049999999999,2,0.0,0.09205,0.44138599999999995,0.0060609999999999995,0.46918699999999997,0.553509,0
19347,0.434007,6,0.5319149999999999,0.06130700000000001,0.301845,0.003467,0.422915,0.414912,1
29193,0.911508,0,0.723404,0.044073,0.377864,0.002823,0.288711,0.746491,1
33978,0.8981020000000001,3,0.617021,0.063348,0.5721510000000001,0.004161,0.578198,0.528509,0
22838,0.022034,5,0.744681,0.068302,0.31582899999999997,0.003467,0.422915,0.414912,1
6418,0.017433,6,0.23404299999999997,0.061966999999999994,0.11960699999999999,0.003467,0.422915,0.414912,0
17624,0.46037799999999995,5,0.10638299999999999,0.036508,0.287414,0.002501,0.35732800000000003,0.37850900000000004,0
19009,0.8804040000000001,1,0.87234,0.027170999999999997,0.508777,0.00187,0.498964,0.470175,0
34599,0.469448,1,0.10638299999999999,0.024859,0.117673,0.001668,0.219834,0.459211,0
36042,0.885094,1,0.680851,0.062357,0.526778,0.004393,0.659762,0.23114,1
18584,0.428963,6,0.21276599999999998,0.068242,0.092383,0.003467,0.422915,0.414912,0
18497,0.872484,4,0.40425500000000003,0.040741,0.695626,0.002653,0.757897,0.299123,0
3676,0.439051,2,0.6382979999999999,0.054071,0.47917299999999996,0.003467,0.422915,0.414912,0
26165,0.443166,5,0.0,0.053801,0.48571899999999996,0.00365,0.420508,0.593421,1
37831,0.438255,5,0.702128,0.060166,0.33100300000000005,0.003467,0.422915,0.414912,1
14048,0.872484,4,0.255319,0.045094,0.439899,0.0029,0.5416880000000001,0.558333,0
36587,0.898766,4,0.659574,0.056503,0.5002979999999999,0.003635,0.558001,0.632895,0
8582,0.43891899999999995,6,0.06383,0.048037,0.166915,0.003467,0.422915,0.414912,0
34522,0.469316,5,0.170213,0.033505,0.17003900000000002,0.002216,0.219575,0.615789,0
10066,0.46980200000000005,2,0.48936199999999996,0.278642,0.663047,0.018855,0.695495,0.312719,1
12103,0.425202,4,0.87234,0.062748,0.32415900000000003,0.003467,0.422915,0.414912,0
17061,0.01323,1,0.06383,0.048247000000000005,0.428295,0.003467,0.422915,0.414912,1
6590,0.43383,2,0.574468,0.047436,0.558762,0.003467,0.422915,0.414912,0
37731,0.017433,6,0.893617,0.083614,0.444511,0.003467,0.422915,0.414912,1
29132,0.9115530000000001,1,0.680851,0.048637,0.503422,0.0032159999999999997,0.552822,0.492105,0
36355,0.9078360000000001,0,0.787234,0.043802999999999995,0.398393,0.002921,0.295702,0.5969300000000001,1
30410,0.44683900000000004,5,0.510638,0.043653,0.5516220000000001,0.003012,0.497929,0.492544,1
17530,0.42542399999999997,2,0.702128,0.194548,0.615739,0.003467,0.422915,0.414912,1
24847,0.022521,2,0.574468,0.086976,0.511009,0.003467,0.422915,0.414912,1
33588,0.429317,0,0.042553,0.056593,0.19964300000000001,0.003467,0.422915,0.414912,0
22058,0.9910180000000001,5,0.085106,0.048427,0.364475,0.003182,0.386328,0.6925439999999999,0
33096,0.031326,6,0.617021,0.056833,0.25305,0.003467,0.422915,0.414912,0
2142,0.45993500000000004,2,0.12766,0.033175,0.23014,0.002248,0.27421,0.5473680000000001,0
2039,0.9954430000000001,6,0.9361700000000001,0.046265,0.437221,0.002896,0.323925,0.8241229999999999,1
29015,0.9865940000000001,4,0.787234,0.076888,0.6935439999999999,0.0051719999999999995,0.6470739999999999,0.389912,0
25317,0.44706,3,0.617021,0.043653,0.530943,0.0030329999999999997,0.592698,0.369298,0
21941,0.43378599999999995,1,0.723404,0.047886,0.47054399999999996,0.003467,0.422915,0.414912,0
24424,0.9075700000000001,1,0.765957,0.09039900000000001,0.598334,0.005922,0.6248060000000001,0.42105299999999996,1
15027,0.460953,4,0.23404299999999997,0.030052999999999996,0.283547,0.002009,0.251165,0.586842,0
6058,0.027565,5,0.340426,0.074817,0.39958299999999997,0.003467,0.422915,0.414912,1
4324,0.906774,4,0.808511,0.084484,0.592234,0.005744,0.531072,0.507456,0
15684,0.425379,1,0.6382979999999999,0.11973099999999999,0.636418,0.003467,0.422915,0.414912,1
16018,0.8896950000000001,1,0.510638,0.057013,0.624219,0.065998,0.5616260000000001,0.056139999999999995,1
17129,0.44706,3,0.510638,0.043893,0.6212439999999999,0.003087,0.615225,0.326316,0
23135,0.456794,0,0.723404,0.022607,0.37474,0.001508,0.264112,0.746491,0
36129,0.018097,0,0.29787199999999997,0.082022,0.411038,0.003467,0.422915,0.414912,1
16751,0.434184,3,0.829787,0.059625,0.500744,0.003467,0.422915,0.414912,0
21015,0.8673069999999999,2,0.510638,0.068722,0.502529,0.004574,0.549974,0.5061399999999999,1
23779,0.43378599999999995,1,0.808511,0.047886,0.458197,0.003467,0.422915,0.414912,0
36929,0.018451,1,0.978723,0.056923,0.431568,0.003467,0.422915,0.414912,0
34188,0.9688950000000001,0,0.170213,0.02696,0.123624,0.0017620000000000001,0.25738,0.70307,0
23956,0.442591,6,0.0,0.076138,0.491967,0.005268,0.453133,0.500526,1
3059,0.425601,6,0.5319149999999999,0.074427,0.294258,0.003467,0.422915,0.414912,1
26917,0.898898,0,0.9361700000000001,0.058124,0.47322200000000003,0.003635,0.368462,0.75,1
22313,0.004779,5,0.06383,0.072415,0.41698900000000005,0.003467,0.422915,0.414912,0
38239,0.877041,0,0.978723,0.042572000000000006,0.335466,0.00286,0.273175,0.32763200000000003,1
12854,0.469271,4,0.382979,0.057013,0.5601010000000001,0.003708,0.48964300000000005,0.522807,1
9508,0.005354,4,0.595745,0.042572000000000006,0.495537,0.003467,0.422915,0.414912,0
37085,0.42913999999999997,3,0.0,0.058034,0.357632,0.003467,0.422915,0.414912,0
33666,0.018318,5,0.170213,0.059625,0.13612,0.003467,0.422915,0.414912,1
22393,0.022742,0,0.276596,0.10273800000000001,0.391253,0.003467,0.422915,0.414912,1
31237,0.898058,2,0.9148940000000001,0.043352999999999996,0.555341,0.002896,0.498446,0.570175,0
23931,0.439051,2,0.702128,0.054071,0.486016,0.003467,0.422915,0.414912,0
29398,0.906907,0,0.170213,0.021496,0.067539,0.001359,0.081823,0.685526,0
8606,0.8898280000000001,4,0.361702,0.341389,0.753794,0.023608,0.78638,0.273246,1
6436,0.017566,2,0.9361700000000001,0.088507,0.491967,0.003467,0.422915,0.414912,1
38445,0.442591,6,0.23404299999999997,0.046415,0.165278,0.003039,0.194977,0.500526,0
28260,0.890359,2,0.361702,0.042362000000000004,0.766587,0.002919,0.7105130000000001,0.38640399999999997,0
26714,0.44285699999999995,5,0.808511,0.06893200000000001,0.59402,0.004587,0.519161,0.44780699999999996,1
19971,0.009469,6,0.617021,0.041732,0.346028,0.003467,0.422915,0.414912,0
13525,0.031459,2,0.978723,0.078209,0.424725,0.003467,0.422915,0.414912,1
14929,0.47329799999999994,4,0.9574469999999999,0.038729,0.454329,0.002646,0.257639,0.418421,1
19868,0.032034,1,0.10638299999999999,0.05524199999999999,0.063076,0.003467,0.422915,0.414912,0
30811,0.8725719999999999,6,0.021277,0.033566000000000006,0.28801,0.000868,0.28379099999999996,0.7692979999999999,1
16686,0.908057,5,0.808511,0.042392,0.448676,0.0028539999999999998,0.438115,0.319737,0
14099,0.44745799999999997,5,0.14893599999999999,0.013059999999999999,0.269563,0.0008349999999999999,0.30398800000000004,0.564912,0
25469,0.48683699999999996,3,0.042553,0.085985,0.375483,0.005945000000000001,0.424133,0.196491,1
2438,0.004823,6,0.23404299999999997,0.061637,0.128682,0.003467,0.422915,0.414912,0
30607,0.8675719999999999,4,0.10638299999999999,0.019875,0.172121,0.000839,0.24029,0.902632,0
25415,0.44785600000000003,0,0.46808500000000003,0.048847,0.6512939999999999,0.003081,0.28146,0.738158,1
15850,0.013406,5,0.40425500000000003,0.078029,0.614698,0.003467,0.422915,0.414912,0
11816,0.47405,0,0.87234,0.043113,0.427849,0.002833,0.30994299999999997,0.753947,1
29640,0.013715999999999999,5,1.0,0.045755000000000004,0.404344,0.003467,0.422915,0.414912,0
36239,0.8805360000000001,3,0.595745,0.03975,0.633889,0.002752,0.55101,0.359211,0
23038,0.42913999999999997,3,0.382979,0.080881,0.5639689999999999,0.003467,0.422915,0.414912,1
6439,0.8714219999999999,1,0.659574,0.07586799999999999,0.767777,0.005062,0.780425,0.49649099999999996,1
13315,0.469625,5,0.48936199999999996,0.056353,0.519191,0.0038009999999999997,0.532885,0.304386,1
486,0.473829,2,0.12766,0.026060000000000003,0.150848,0.0017239999999999998,0.24417399999999997,0.7504390000000001,0
36992,0.43427299999999996,5,0.9361700000000001,0.045334,0.323862,0.003467,0.422915,0.414912,0
4142,0.022344,5,0.659574,0.06563,0.266439,0.003467,0.422915,0.414912,1
5407,0.890359,2,0.10638299999999999,0.097544,0.39021100000000003,0.0055439999999999994,0.43941,0.568421,1
34518,0.44763500000000006,2,0.659574,0.046294999999999996,0.5443319999999999,0.0031969999999999998,0.617297,0.29386,0
1059,0.000575,0,0.659574,0.11973099999999999,0.46920600000000007,0.003467,0.422915,0.414912,1
6713,0.898279,0,0.829787,0.07811900000000001,0.6512939999999999,0.004128,0.49715200000000004,0.712719,1
13038,0.44785600000000003,0,0.553191,0.044644,0.544183,0.002964,0.282237,0.7495609999999999,1
21900,0.908057,5,0.29787199999999997,0.049448,0.492413,0.003392,0.566805,0.335088,0
34091,0.89412,3,0.48936199999999996,0.073076,0.658881,0.004933,0.6825479999999999,0.44693,0
18616,0.47387299999999993,3,0.19148900000000002,0.027981,0.220173,0.001849,0.257639,0.72807,0
19668,0.86797,6,0.553191,0.053591,0.453585,0.003454,0.322631,0.8614040000000001,1
23353,0.885625,6,0.765957,0.140627,0.599375,0.009439,0.540135,0.522807,1
37303,0.456661,4,0.595745,0.030352999999999998,0.493306,0.002075,0.549197,0.49649099999999996,0
27008,0.8984120000000001,3,0.12766,0.044733999999999996,0.289051,0.002904,0.36406,0.689912,0
11294,0.893766,2,0.340426,0.078149,0.667658,0.005312,0.6248060000000001,0.39210500000000004,1
21737,0.44728100000000004,1,0.042553,0.05322999999999999,0.349747,0.003475,0.433454,0.585965,1
35104,0.8984559999999999,4,0.829787,0.088507,0.650997,0.005879,0.613672,0.27368400000000004,1
7660,0.46524499999999996,3,0.31914899999999996,0.057584,0.46414799999999995,0.003999,0.46530299999999997,0.18596500000000002,1
33726,0.013805000000000001,0,0.808511,0.119881,0.8652190000000001,0.003467,0.422915,0.414912,1
15162,0.8981020000000001,5,0.12766,0.043023,0.21942899999999999,0.0028,0.348006,0.629825,1
37688,0.433609,4,0.021277,0.049838,0.27819099999999997,0.003467,0.422915,0.414912,0
28824,0.47351899999999997,2,0.702128,0.027561000000000002,0.538976,0.00182,0.5152770000000001,0.506579,0
21285,0.443387,3,0.510638,0.044733999999999996,0.501934,0.003039,0.523563,0.480702,0
33579,0.9073049999999999,2,0.06383,0.091389,0.343499,0.005989,0.453133,0.568421,0
18978,0.8893409999999999,0,0.744681,0.056383,0.605921,0.0038079999999999998,0.490937,0.562281,1
22302,0.8854479999999999,2,0.042553,0.05443099999999999,0.424874,0.0035380000000000003,0.432936,0.648246,1
22100,0.902792,5,0.255319,0.058244000000000004,0.352722,0.0037890000000000003,0.391248,0.632895,0
13533,0.021856999999999998,1,0.0,0.075057,0.441089,0.003467,0.422915,0.414912,1
5672,0.45599799999999996,3,0.42553199999999997,0.061547000000000004,0.6490630000000001,0.004163,0.635163,0.369737,1
6479,0.00938,4,1.0,0.041732,0.54701,0.003467,0.422915,0.414912,0
36843,0.8894299999999999,2,0.361702,0.036748,0.63493,0.002555,0.668307,0.29473699999999997,0
17444,0.026724,0,0.21276599999999998,0.08727599999999999,0.27596,0.003467,0.422915,0.414912,1
33141,0.9034110000000001,5,0.595745,0.050588,0.49181800000000003,0.003346,0.49197299999999994,0.525,0
28318,0.021856999999999998,1,0.14893599999999999,0.062898,0.178221,0.003467,0.422915,0.414912,1
30908,0.45568800000000004,3,0.48936199999999996,0.043263,0.5824159999999999,0.002983,0.625583,0.45570200000000005,0
19623,0.433963,5,0.808511,0.057042999999999996,0.346474,0.003467,0.422915,0.414912,1
25055,0.474138,2,0.702128,0.028161000000000002,0.4759,0.0019149999999999998,0.38296199999999997,0.661404,0
3379,0.42524700000000004,5,0.9361700000000001,0.074727,0.313448,0.003467,0.422915,0.414912,0
1640,0.47316499999999995,1,0.340426,0.028041000000000003,0.5480510000000001,0.0018670000000000002,0.478509,0.378947,0
23758,0.452192,0,1.0,0.035517,0.41089,0.0024219999999999997,0.370274,0.475,1
29361,0.031769,2,0.21276599999999998,0.07905,0.061439999999999995,0.003467,0.422915,0.414912,1
23420,0.890093,3,0.87234,0.069953,0.800952,0.004771,0.6245470000000001,0.46271899999999994,0
21685,0.42953900000000006,5,0.31914899999999996,0.085565,0.380988,0.003467,0.422915,0.414912,1
15130,0.023008,6,0.680851,0.082773,0.262422,0.003467,0.422915,0.414912,1
23390,0.9031899999999999,0,0.170213,0.024709000000000002,0.071407,0.0016530000000000002,0.17478,0.5609649999999999,0
33790,0.031238,4,0.40425500000000003,0.114777,0.48229700000000003,0.003467,0.422915,0.414912,1
30038,0.004823,6,0.659574,0.084244,0.445254,0.003467,0.422915,0.414912,1
2703,0.45626300000000003,2,0.340426,0.043413,0.656501,0.002908,0.634645,0.532456,1
30308,0.0008410000000000001,6,0.6382979999999999,0.083884,0.234157,0.003467,0.422915,0.414912,0
18923,0.8987209999999999,3,0.021277,0.08544500000000001,0.523207,0.005571,0.45002600000000004,0.512281,1
19167,0.425733,2,0.787234,0.084634,0.411782,0.003467,0.422915,0.414912,1
1959,0.867484,2,0.9574469999999999,0.036688,0.44346899999999995,0.002025,0.35189000000000004,0.8039470000000001,1
27653,0.47436000000000006,0,0.87234,0.028071,0.24382600000000001,0.00187,0.215432,0.80614,1
11155,0.031238,4,0.12766,0.051909000000000004,0.13255,0.003467,0.422915,0.414912,0
3321,0.031856999999999996,4,0.23404299999999997,0.05524199999999999,0.112169,0.003467,0.422915,0.414912,0
16924,0.898544,6,0.9361700000000001,0.09003799999999999,0.504612,0.005629,0.375194,0.698684,1
17939,0.8854920000000001,3,0.510638,0.034977,0.533621,0.002432,0.589332,0.336404,1
14130,0.461174,2,0.31914899999999996,0.029723000000000003,0.450164,0.001971,0.47333000000000003,0.326316,0
16102,0.456617,3,0.787234,0.04011,0.7179409999999999,0.002723,0.6478510000000001,0.518421,1
1754,0.46099700000000005,5,0.702128,0.030023,0.43856000000000006,0.002065,0.39668600000000004,0.36885999999999997,0
34210,0.906907,0,0.19148900000000002,0.022097,0.068432,0.001381,0.063956,0.693421,0
1040,0.86713,1,0.446809,0.063949,0.535852,0.004375,0.371051,0.43991199999999997,1
10290,0.46537799999999996,6,0.14893599999999999,0.025459,0.114549,0.001703,0.1797,0.643421,0
4012,0.46520100000000003,2,0.595745,0.064039,0.459685,0.004443,0.504143,0.164035,1
35391,0.87151,3,0.23404299999999997,0.053321,0.42442700000000005,0.0025989999999999997,0.40781999999999996,0.80614,1
6987,0.026636,5,0.21276599999999998,0.072115,0.140434,0.003467,0.422915,0.414912,0
22902,0.8716430000000001,6,0.893617,0.035397000000000005,0.435882,0.002094,0.27913000000000004,0.8837719999999999,1
5510,0.43790100000000004,4,0.382979,0.061817,0.514133,0.003467,0.422915,0.414912,1
3009,0.429096,2,0.40425500000000003,0.085655,0.509372,0.003467,0.422915,0.414912,1
14394,0.867439,1,0.40425500000000003,0.027591,0.587028,0.001801,0.637235,0.48245600000000005,0
33550,0.001062,4,0.19148900000000002,0.07808899999999999,0.186998,0.003467,0.422915,0.414912,1
537,0.022344,5,0.0,0.046445,0.405385,0.003467,0.422915,0.414912,0
17308,0.877041,0,0.553191,0.032875,0.347813,0.002167,0.197825,0.606579,1
36873,1.0,1,0.340426,0.083764,0.555787,0.005679,0.620922,0.349123,1
4578,0.9028799999999999,0,0.744681,0.06250800000000001,0.358971,0.004092,0.397721,0.627193,1
29181,0.004336,2,0.10638299999999999,0.07610800000000001,0.263314,0.003467,0.422915,0.414912,1
37272,0.8809790000000001,6,0.510638,0.029572,0.382475,0.0008410000000000001,0.301398,0.706579,1
24740,0.885403,1,0.085106,0.029902999999999996,0.198899,0.001381,0.310979,0.65614,0
27761,0.0273,6,0.19148900000000002,0.06944299999999999,0.058911,0.003467,0.422915,0.414912,0
11605,0.460024,4,0.340426,0.032124,0.518893,0.002152,0.547126,0.23508800000000002,0
24767,0.42953900000000006,5,0.8510639999999999,0.075417,0.364772,0.003467,0.422915,0.414912,1
22795,0.004823,6,0.9574469999999999,0.062598,0.438262,0.003467,0.422915,0.414912,0
18856,0.018362,6,0.382979,0.0789,0.36804499999999996,0.003467,0.422915,0.414912,1
10843,0.902615,1,0.6382979999999999,0.088297,0.451205,0.006036,0.557483,0.302632,1
36488,0.434184,3,0.723404,0.06689099999999999,0.523802,0.003467,0.422915,0.414912,0
29784,0.013849,1,0.29787199999999997,0.075027,0.638947,0.003467,0.422915,0.414912,0
15720,0.45228100000000004,2,0.744681,0.038069,0.819399,0.00248,0.684619,0.5355260000000001,1
28830,0.45586499999999996,0,0.765957,0.035187,0.6938409999999999,0.002221,0.457276,0.730263,0
1251,0.894474,4,0.5319149999999999,0.044043,0.58435,0.002983,0.660021,0.40219299999999997,0
24181,0.49568599999999996,5,0.6382979999999999,0.038609,0.434246,0.002705,0.417659,0.278509,0
15246,0.893854,4,0.680851,0.075297,0.634335,0.005062,0.736665,0.47193,1
37526,0.022521,2,0.340426,0.07445700000000001,0.4518,0.003467,0.422915,0.414912,0
18858,0.45630699999999996,3,0.12766,0.031914,0.291134,0.0016510000000000001,0.346453,0.67807,0
14230,0.032034,1,0.021277,0.05839400000000001,0.209313,0.003467,0.422915,0.414912,0
15448,0.8981899999999999,5,0.170213,0.030833,0.263166,0.001955,0.35370300000000005,0.772368,0
